ALIAS	n_DNA	n_LTR	n_SINE	n_LINE	species	freshwater	brackwater	saltwater	brood1	brood2	latin	DNA	LINEs	LTR	SINEs	Simple	Total	TEs	Common_name	FAMILY	DNA_frac	LINEs_frac	SINEs_frac	LTR_frac	bp	contig_bp	n50_contig	n50_scaffold	longest_scaffold	num_strs_unit20	mean_length_unit20	mean_length_sd_unit20	strs_bp_per_mbp_unit20	strs_corr_bp_per_mbp_unit20	strs_per_mbp_unit20	busco_complete_single	busco_complete_dup	busco_fragmented	busco_missing	snps	mnps	indels	complex	in_60	coverage	cegma_complete	cegma_partial	ca_coverage	snps_per_kbp	num_genes	strs_corr_bp_per_mbp_cds_unit20	num_strs_unit10	mean_length_unit10	mean_length_sd_unit10	strs_bp_per_mbp_unit10	strs_corr_bp_per_mbp_unit10	strs_per_mbp_unit10	strs_corr_bp_per_mbp_cds_unit10	indels_per_kbp	num_kogs	num_introns	mean_intron_size	std_intron_size	num_strs_filter_unit20	mean_length_filter_unit20	mean_length_sd_filter_unit20	strs_bp_per_mbp_filter_unit20	strs_corr_bp_per_mbp_filter_unit20	strs_per_mbp_filter_unit20	num_strs_unit10_1	mean_length_unit10_1	mean_length_sd_unit10_1	strs_bp_per_mbp_unit10_1	strs_corr_bp_per_mbp_unit10_1	strs_per_mbp_unit10_1	num_strs_unit10_2	mean_length_unit10_2	mean_length_sd_unit10_2	strs_bp_per_mbp_unit10_2	strs_corr_bp_per_mbp_unit10_2	strs_per_mbp_unit10_2	num_strs_unit10_3	mean_length_unit10_3	mean_length_sd_unit10_3	strs_bp_per_mbp_unit10_3	strs_corr_bp_per_mbp_unit10_3	strs_per_mbp_unit10_3	num_strs_unit10_4	mean_length_unit10_4	mean_length_sd_unit10_4	strs_bp_per_mbp_unit10_4	strs_corr_bp_per_mbp_unit10_4	strs_per_mbp_unit10_4	num_strs_unit10_5	mean_length_unit10_5	mean_length_sd_unit10_5	strs_bp_per_mbp_unit10_5	strs_corr_bp_per_mbp_unit10_5	strs_per_mbp_unit10_5	num_strs_unit10_6	mean_length_unit10_6	mean_length_sd_unit10_6	strs_bp_per_mbp_unit10_6	strs_corr_bp_per_mbp_unit10_6	strs_per_mbp_unit10_6	num_strs_unit10_7	mean_length_unit10_7	mean_length_sd_unit10_7	strs_bp_per_mbp_unit10_7	strs_corr_bp_per_mbp_unit10_7	strs_per_mbp_unit10_7	num_strs_unit10_8	mean_length_unit10_8	mean_length_sd_unit10_8	strs_bp_per_mbp_unit10_8	strs_corr_bp_per_mbp_unit10_8	strs_per_mbp_unit10_8	num_strs_unit10_9	mean_length_unit10_9	mean_length_sd_unit10_9	strs_bp_per_mbp_unit10_9	strs_corr_bp_per_mbp_unit10_9	strs_per_mbp_unit10_9	num_strs_unit10_10	mean_length_unit10_10	mean_length_sd_unit10_10	strs_bp_per_mbp_unit10_10	strs_corr_bp_per_mbp_unit10_10	strs_per_mbp_unit10_10	preqc_genome_size	strs_perc	scaled_bp	sum_strs_per_mbp_unit10	prop_class	log_strs	brood1_cat	brood1_cat2	brood1_bin	water	water_bin	w_b	bg_salt	ng_salt	ng_fresh	bg_fresh	nTEs	nTEs_density
fish_22	138144	29054	5775	35384	Mora moro	0	0	1	nonguarders	open water/substratum egg scatterers	Mora_moro	5.24	1.73	1.49	0.2	6.39	16.32	8.66	Common_mora	Moridae	0.605080831408776	0.1997690531177829	0.023094688221709007	0.1720554272517321	344961111	344132907	3267	4433	59495	521790	55.01	72.97	78636.1	78825.4	1516.83	1582	40	948	1168	1040902	42030	273672	103701	1	48.0054	155	215	39.1	3.02471	22790	12142.3	465810	49.91	64.1	64672.3	64828.0	1354.1	7798.54	0.795251	388	2667	337.417	253.201	401720	53.76	66.64	59807.0	70703.7	1167.79	26514	18.95	14.96	1456.48	1459.99	77.0756	248905	56.4	63.2	40676.3	40774.2	723.561	56848	38.07	55.84	6256.07	6271.13	165.25599999999997	42063	40.23	51.44	4879.09	4890.83	122.27600000000001	14020	41.63	67.05	1666.56	1670.57	40.7558	23245	48.81	80.69	3266.33	3274.19	67.5727	9877	45.48	71.09	1280.56	1283.64	28.7122	16127	56.52	71.1	2609.2	2615.47	46.8808	10006	53.09	78.8	1519.03	1522.69	29.0872	18205	68.27	94.16	3494.12	3502.53	52.9215	444934831	6.46723	-0.9677162990105252	67103.73999999999	0.5306372549019608	4.8107183064326	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	208357	604.0014174235425
fish_24	205916	59014	16913	48460	Polymixia japonica	0	0	1	nan	nan	Polymixia_japonica	5.59	2.53	1.47	0.43	4.93	21.33	10.02	Silver_eye_beardfish	Polymixiidae	0.5578842315369261	0.25249500998003993	0.04291417165668663	0.1467065868263473	554895936	553705652	5803	9571	139271	647027	54.43	100.48	59891.1	60019.8	1167.92	2474	80	663	561	1778389	57171	403753	137992	1	20.6313	188	230	18.09	3.21179	27947	8360.15	595285	49.2	92.07	50821.6	50930.8	1074.52	5784.42	0.729183	420	3320	421.934	354.469	473698	54.45	95.23	44345.8	55360.6	855.051	46784	17.67	7.22	1489.88	1493.08	84.4477	347309	46.07	76.91	28817.7	28879.7	626.9119999999999	37074	38.06	89.78	2537.94	2543.4	66.9206	60681	66.4	112.86	7194.86	7210.33	109.53200000000001	30195	57.5	103.14	3064.2	3070.78	54.5036	14272	54.36	124.05	1386.58	1389.56	25.7617	8906	48.44	100.47	760.72	762.36	16.0758	17348	80.14	165.38	2410.72	2415.9	31.3141	10284	59.64	116.16	1090.64	1092.98	18.5632	22432	92.51	155.02	3612.31	3620.07	40.491	624977567	5.08216	-0.26737538626143964	52365.55	0.469760900140647	4.706048333682331	nan	nan	nan	salt	0.0	nan	0	0	0	0	330303	595.2521519278166
fish_26	171040	43248	2326	51063	Percopsis transmontana	1	0	0	nan	nan	Percopsis_transmontana	6.54	2.51	2.16	0.06	2.75	21.47	11.270000000000001	Sandroller	Percopsidae	0.5803016858917479	0.222715173025732	0.005323868677905944	0.191659272404614	458089168	456767550	8161	15180	149283	357146	39.32	56.52	29389.2	29474.2	779.795	2411	71	639	648	619502	22323	126922	45905	1	42.3712	185	233	35.57	1.35627	24773	5571.5	319117	36.01	48.75	24364.4	24434.9	696.762	3653.73	0.27787	430	3322	365.574	315.373	267829	38.5	49.43	21814.4	27259.9	584.779	23444	17.41	7.09	890.93	893.51	51.1878	186445	36.88	44.04	15001.1	15044.5	407.085	19033	26.49	24.17	1098.18	1101.35	41.5568	26688	41.35	64.97	2387.41	2394.32	58.2707	11483	34.36	46.5	853.01	855.48	25.0721	13034	29.65	34.18	841.02	843.46	28.4585	6459	34.63	55.9	482.87	484.26	14.1026	10933	44.76	67.52	1057.83	1060.89	23.8712	7100	36.99	60.31	569.18	570.82	15.5022	14498	58.1	89.67	1779.4	1784.55	31.655	477547047	2.43644	-0.5903219972461058	24960.93	0.5249184909175595	4.386755720872347	nan	nan	nan	fresh	1.0	nan	0	0	0	0	267677	584.3338343245872
fish_27	267660	83422	1748	48275	Typhlichthys subterraneus	1	0	0	bearers	external brooders	Typhlichthys_subterraneus	9.86	5.12	1.9	0.04	2.64	34.01	16.919999999999998	Southern_cavefish	Amblyopsidae	0.58274231678487	0.3026004728132388	0.0023640661938534283	0.11229314420803783	555559596	554848510	7314	9654	103791	457828	38.27	55.36	30036.4	30074.9	824.915	2024	55	763	911	1079087	45753	147697	96495	1	32.1369	167	222	22.85	1.9448299999999998	26499	6121.31	414599	33.77	41.14	24462.8	24494.1	747.025	3980.51	0.26619299999999996	403	2949	435.89599999999996	398.07099999999997	0	0.0	0.0	0.0	0.0	0.0	26706	17.59	7.22	845.78	846.86	48.1189	242562	34.47	36.27	15041.6	15060.9	437.04900000000004	31128	27.32	30.23	1525.04	1527.0	56.0865	52385	32.46	41.81	3038.02	3041.91	94.3874	10786	32.65	50.33	627.7	628.5	19.4342	10118	33.97	39.38	616.17	616.96	18.2306	5745	32.23	48.18	328.33	328.75	10.3514	11743	43.7	60.63	916.56	917.73	21.1586	6567	34.25	45.91	400.78	401.3	11.8324	16859	59.17	86.89	1741.34	1743.57	30.3766	681517010	2.44628	-0.2651614217600518	25081.320000000003	0.49750073507791825	4.388506164677122	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	401105	721.9837491565892
fish_28	244867	102528	7800	82388	Zeus faber	0	1	1	nonguarders	open water/substratum egg scatterers	Zeus_faber	8.18	6.3	4.09	0.18	4.64	35.15	18.75	John_dory	Zeidae	0.43626666666666664	0.33599999999999997	0.0096	0.21813333333333332	610433400	609364180	4642	6332	77119	700841	46.98	63.42	51316.1	51406.2	1148.92	1758	48	917	1023	1456134	55191	218771	109355	1	29.7102	155	219	22.92	2.3896	27317	7375.34	640281	42.11	51.66	42770.7	42845.7	1049.64	4984.0	0.35901500000000003	394	2723	453.718	419.441	0	0.0	0.0	0.0	0.0	0.0	91168	19.18	8.49	2863.97	2869.0	149.45600000000002	240596	44.28	39.67	17444.1	17474.8	394.42	81086	40.91	43.78	5405.35	5414.84	132.928	90618	55.81	70.97	8174.16	8188.5	148.554	25737	38.78	62.76	1617.52	1620.35	42.1918	25653	36.9	54.68	1539.5	1542.2	42.0541	16323	35.12	52.29	928.84	930.46	26.759	32514	44.57	61.38	2337.45	2341.55	53.3016	16619	57.2	85.14	1510.19	1512.84	27.2443	19967	63.47	90.99	2006.31	2009.83	32.7328	687608787	4.277069999999999	-0.082102846417088	43827.38999999999	0.5334281650071124	4.631146358127973	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	437583	716.8398714749226
fish_3	119488	26065	4152	39438	Trisopterus minutus	0	0	1	nonguarders	open water/substratum egg scatterers	Trisopterus_minutus	5.59	2.01	2.27	0.17	4.2	18.63	10.04	Poor_cod	Gadidae	0.5567729083665339	0.20019920318725098	0.016932270916334664	0.2260956175298805	334717091	334166245	3248	3976	110268	336733	52.76	67.95	50560.3	50643.6	1008.18	1199	39	917	1582	1593526	67454	284634	136591	1	46.7615	138	189	33.5	4.76866	19452	10992.3	291236	45.34	52.19	38100.3	38163.1	871.9639999999999	5910.09	0.851774	329	2207	344.63599999999997	260.098	246481	53.57	64.47	37898.1	45974.6	737.967	15550	17.42	9.03	809.07	810.41	46.5569	159968	49.98	47.16	23883.1	23922.5	478.94599999999997	27673	30.79	36.78	2541.41	2545.6	82.8533	25233	41.78	53.84	3140.45	3145.62	75.5479	8456	34.0	48.24	854.43	855.84	25.3174	15159	43.11	58.1	1945.01	1948.22	45.3862	6692	43.16	66.13	849.24	850.64	20.0359	12109	49.41	65.74	1761.67	1764.57	36.2545	6631	48.33	67.29	950.37	951.94	19.8533	13765	64.14	91.39	2569.42	2573.65	41.2126	479199419	3.8100300000000002	-1.0018902685604552	39304.17	0.5389157273215244	4.580928395303746	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	189143	565.0831854295723
fish_30	239698	71113	19685	55505	Cyttopsis rosea	0	0	1	nan	nan	Cyttopsis_rosea	8.93	3.78	2.56	0.78	3.93	32.55	16.05	Red_dory	Parazenidae	0.5563862928348909	0.23551401869158875	0.048598130841121495	0.15950155763239876	546506150	545311884	4843	7082	95321	547026	45.56	73.84	43489.3	43584.5	1001.88	1969	62	867	862	1135744	39173	245323	88768	1	35.1624	185	233	28.14	2.0827400000000003	25618	6699.56	499000	40.79	63.38	36066.9	36145.9	913.919	4609.05	0.449876	418	3145	437.88800000000003	391.24	411962	46.34	69.81	33621.1	47924.5	754.5089999999999	40134	18.02	7.93	1323.01	1325.9	73.5055	203605	35.93	36.43	13379.6	13408.9	372.903	69258	36.5	49.4	4598.8	4608.87	126.846	68581	60.76	99.42	7529.65	7546.14	125.60600000000001	25881	37.45	65.18	1752.47	1756.31	47.4011	26023	45.65	81.41	2162.5	2167.23	47.6612	13638	36.52	67.27	895.47	897.44	24.978	19747	50.73	85.34	1805.21	1809.16	36.1667	13643	49.5	83.54	1211.27	1213.93	24.9872	18490	69.65	111.04	2259.82	2264.77	33.8645	590351032	3.60669	-0.2953636458796783	36917.799999999996	0.4930875576036867	4.557108815710352	nan	nan	nan	salt	0.0	nan	0	0	0	0	386001	706.3067817260611
fish_31	158615	45203	9574	42518	Lamprogrammus exutus	0	0	1	nonguarders	open water/substratum egg scatterers	Lamprogrammus_exutus	4.99	2.11	1.4	0.23	2.48	20.8	8.73	Legless_cusk_eel	Ophidiidae + Carapidae	0.5715922107674685	0.24169530355097363	0.026345933562428408	0.16036655211912942	492850272	492338724	4213	5470	64611	336142	36.18	71.97	24038.3	24063.3	683.215	1692	77	1011	995	2698353	110711	334200	216377	1	14.1535	146	211	9.8	5.48068	26275	3642.11	316745	31.42	46.82	19843.8	19864.5	643.7909999999999	2773.18	0.678801	384	2593	344.265	309.586	248451	37.18	73.25	18378.0	22809.8	504.98199999999997	19622	16.82	5.92	669.74	670.44	39.8821	187421	29.74	35.92	11302.3	11314.1	380.93699999999995	35015	27.02	28.0	1913.89	1915.88	71.1687	25528	42.73	70.69	2204.34	2206.63	51.8862	15952	34.52	49.91	1108.59	1109.74	32.4228	8919	34.81	57.9	627.04	627.7	18.128	4717	33.04	61.4	311.22	311.54	9.5874	7067	44.05	82.0	626.36	627.01	14.3638	5361	46.13	101.9	484.68	485.18	10.8963	7143	60.89	111.45	849.73	850.61	14.5183	749848525	1.9843799999999998	-0.4743592297370663	20097.89	0.41971153846153847	4.297624841256	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	255910	519.2449198851209
fish_32	128030	36386	10066	28872	Brotula barbata	0	0	1	nonguarders	open water/substratum egg scatterers	Brotula_barbata	3.56	1.57	0.84	0.24	3.46	12.64	6.21	Bearded_brotula	Ophidiidae + Carapidae	0.573268921095008	0.2528180354267311	0.03864734299516908	0.13526570048309178	485061200	484163039	17578	45752	447898	404620	45.09	77.67	35928.1	35994.7	834.268	3278	97	247	173	1599154	51882	315372	111988	1	36.9864	230	243	30.96	3.30292	23443	6511.98	382235	40.63	68.14	30988.3	31045.8	788.113	4831.45	0.6513760000000001	447	3921	416.577	403.36400000000003	321734	44.86	72.59	28595.3	32486.3	663.3689999999999	33512	17.93	6.61	1238.84	1241.13	69.0969	194266	31.36	31.62	12554.6	12577.9	400.548	38581	31.5	47.94	2498.93	2503.56	79.5485	48120	73.5	109.78	7185.01	7198.34	99.2165	19343	46.77	68.93	1824.56	1827.94	39.8825	11245	65.35	155.62	1498.46	1501.24	23.1856	6070	51.84	91.13	631.2	632.37	12.5155	10273	58.31	93.0	1216.59	1218.85	21.1814	7872	58.76	101.41	934.54	936.27	16.2309	12953	82.53	124.29	2113.43	2117.35	26.7072	494868938	3.09883	-0.5003435122111548	31696.160000000003	0.49129746835443033	4.491197751751699	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	203354	419.2336966964168
fish_33	170899	58369	5020	34173	Carapus acus	0	0	1	nonguarders	open water/substratum egg scatterers	Carapus_acus	6.84	4.41	1.24	0.16	4.52	16.56	12.65	Pearl_fish	Ophidiidae + Carapidae	0.5407114624505929	0.3486166007905138	0.012648221343873518	0.09802371541501977	387834307	387125612	9554	16922	270139	500775	32.15	22.4	40701.4	40775.9	1293.99	2666	52	505	527	2700961	125599	442583	260867	1	34.3871	215	240	27.21	6.976960000000001	22717	5049.94	480431	31.72	21.63	38701.9	38772.8	1241.42	4275.87	1.14325	429	3600	293.774	306.034	0	0.0	0.0	0.0	0.0	0.0	28209	18.78	7.39	1365.59	1368.09	72.8915	295274	31.79	18.45	24185.9	24230.2	762.982	43307	28.91	20.99	3215.78	3221.67	111.904	46054	39.41	34.64	4631.54	4640.02	119.00299999999999	21387	38.81	34.07	2115.86	2119.73	55.2636	14652	28.83	15.63	1086.2	1088.18	37.8605	4909	26.36	13.73	333.43	334.04	12.6848	10548	32.62	20.86	885.77	887.39	27.2558	5574	31.4	17.77	450.57	451.4	14.4031	10517	33.97	17.96	918.89	920.57	27.1757	413871627	3.8701900000000005	-0.8246916568668959	39189.52999999999	0.763888888888889	4.58773228644683	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	268461	692.2053958470467
fish_34	284832	60591	17240	42189	Myripristis jacobus	0	0	1	nonguarders	open water/substratum egg scatterers	Myripristis_jacobus	6.63	2.08	0.73	0.32	2.96	22.22	9.760000000000002	Blackbar_soldierfish	Holocentridae	0.6793032786885245	0.21311475409836064	0.032786885245901634	0.0747950819672131	720396841	718827575	9816	21306	250616	652870	30.59	30.54	27255.6	27315.1	906.7639999999999	2844	102	461	393	4240450	171752	794181	371876	1	23.984	200	230	20.75	5.89912	27215	4321.85	625466	29.65	26.28	25406.9	25462.4	868.703	3505.47	1.10483	422	3375	528.943	472.85900000000004	502285	31.53	29.27	21664.8	27449.8	697.618	116530	17.94	5.96	2901.46	2907.8	161.847	300676	33.57	18.99	13999.7	14030.2	417.606	48381	29.7	46.17	1988.46	1992.8	67.1958	62780	29.29	24.69	2541.4	2546.95	87.1944	30176	29.91	30.15	1244.4	1247.12	41.9111	19961	28.55	26.92	789.94	791.66	27.7236	10037	26.78	29.24	371.29	372.1	13.9403	13705	33.53	45.49	630.3	631.68	19.0347	8797	34.04	48.64	413.21	414.11	12.2181	14423	40.43	62.15	792.09	793.82	20.0319	751202412	2.54069	0.28473432144665367	25672.25	0.4392439243924393	4.404951678233166	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	404852	561.98469643206
fish_35	207763	43718	15063	43291	Holocentrus rufus	0	0	1	nonguarders	open water/substratum egg scatterers	Holocentrus_rufus	4.41	1.57	0.87	0.31	3.12	19.78	7.16	Longspine_squirrelfish	Holocentridae	0.6159217877094972	0.21927374301675978	0.043296089385474856	0.12150837988826815	649757301	648241770	9243	21389	261422	563288	29.41	23.63	25193.4	25252.3	867.932	2944	97	441	313	5568449	257397	1016404	541775	1	25.2599	202	233	20.72	8.59008	16808	3323.34	541120	28.91	21.07	23847.3	23903.0	833.775	2805.35	1.56794	427	3449	470.048	419.38800000000003	437135	30.47	22.73	20289.9	25008.1	673.552	84504	18.5	6.47	2406.24	2411.86	130.20600000000002	294011	31.78	15.44	14367.8	14401.4	453.022	39056	28.57	27.62	1710.77	1714.77	60.1787	50498	29.03	28.75	2246.59	2251.84	77.8089	21191	28.37	25.45	919.71	921.86	32.6518	13042	26.2	20.8	525.49	526.72	20.0955	7832	26.04	27.86	310.57	311.29	12.0678	10936	30.56	38.4	513.18	514.38	16.8505	8141	30.11	28.3	376.39	377.27	12.5439	11909	35.97	53.86	650.43	651.95	18.3498	671049606	2.38473	0.04908137572992684	24027.170000000002	0.3619817997977755	4.377439215179929	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	309835	476.847277472916
fish_40	627038	277820	133173	91875	Chatrabus melanurus	0	0	1	nan	nan	Chatrabus_melanurus	14.35	8.67	2.14	2.18	1.24	54.99	27.34	Pony_toadfish	Batrachoididae	0.5248719824433065	0.317117776152158	0.07973664959765911	0.07827359180687637	1128442880	1126780255	4581	5920	54536	576363	30.52	58.77	14947.9	14970.0	510.96	1142	36	1091	1465	3649822	191276	431579	373148	1	31.3132	92	188	20.79	3.23916	9536	2755.88	530398	25.6	44.34	11794.1	11811.5	470.211	1617.62	0.38301999999999997	320	1734	487.62	505.534	576363	30.52	58.77	14947.9	14970.0	510.96	172271	17.79	6.81	2716.18	2720.19	152.72299999999998	137753	32.39	67.51	3948.93	3954.76	122.12100000000001	58703	22.95	25.65	1190.84	1192.6	52.0417	79735	25.04	32.23	1764.39	1766.99	70.6871	27306	22.74	19.2	549.37	550.18	24.2074	13076	35.24	61.51	405.11	405.7	11.5922	8013	25.79	30.63	183.0	183.27	7.10372	9816	38.41	66.08	329.83	330.32	8.70213	8017	32.82	53.43	230.64	230.98	7.10727	15708	49.63	88.39	663.09	664.07	13.9255	1727055032	1.17941	1.6459726743350276	11981.380000000001	0.49718130569194396	4.071664805760261	nan	nan	nan	salt	0.0	nan	0	0	0	0	1129906	1001.2965831287801
fish_41	584087	311166	97339	94919	Opsanus beta	0	0	1	guarders	nesters	Opsanus_beta	12.85	9.78	2.97	1.58	1.89	51.8	27.18	Gulf_toadfish	Batrachoididae	0.47277409860191316	0.3598233995584989	0.058130978660779986	0.10927152317880795	1028783780	1028247194	3062	3335	36221	710654	35.56	90.41	22895.1	22907.0	691.298	777	33	1032	1889	0	0	0	0	0	16.9299	48	132	0.0	0.0	21701	2676.33	668009	31.95	82.65	20064.7	20075.1	649.814	1837.2	0.0	228	1026	361.75	381.89599999999996	710654	35.56	90.41	22895.1	22907.0	691.298	232342	17.97	6.1	4058.0	4060.12	226.014	184102	48.81	135.74	8727.82	8732.38	179.088	70206	29.5	51.63	2007.03	2008.07	68.2938	93057	30.1	57.15	2708.84	2710.25	90.5224	24682	25.35	35.91	606.52	606.83	24.0097	16099	30.51	47.17	474.79	475.04	15.6605	9817	25.05	18.51	238.94	239.07	9.549610000000001	12742	52.96	127.33	649.21	649.55	12.3949	9545	33.2	53.03	305.18	305.34	9.28502	15417	61.96	126.73	898.53	898.99	14.9971	1907705566	2.00647	1.3135107063992533	20674.86	0.5247104247104247	4.302432670707357	b_g	g	1.0	salt	0.0	nan	1	0	0	0	1087511	1057.0841231575405
fish_42	298258	86578	41470	50907	Parasudis fraserbrunneri	0	0	1	nan	nan	Parasudis_fraserbrunneri	6.91	3.24	1.1	0.9	4.46	37.86	12.15	Tripodfish	Chlorophthalmidae	0.568724279835391	0.26666666666666666	0.07407407407407407	0.09053497942386832	707987062	706401739	4177	6391	90451	840006	43.42	56.6	49787.8	49899.5	1188.13	1625	63	880	1193	3435018	150617	588346	319778	1	23.5059	131	205	19.55	4.8627	26713	8327.89	779456	39.54	46.44	42493.8	42589.2	1102.48	6387.3	0.8328770000000001	366	2315	617.97	525.018	615196	45.35	55.23	38290.8	58920.2	870.15	75514	18.13	7.34	1933.94	1938.28	106.809	392960	41.21	33.75	22857.2	22908.4	555.813	72110	39.89	59.39	4047.68	4056.76	101.994	96213	43.53	58.36	5873.17	5886.35	136.086	41496	41.27	60.47	2390.65	2396.01	58.6931	25964	40.3	58.49	1459.99	1463.27	36.7242	17779	31.35	44.5	783.46	785.22	25.1471	22852	44.8	64.77	1430.08	1433.28	32.3225	13222	44.06	72.07	815.34	817.17	18.7016	21346	59.44	86.29	1739.79	1743.7	30.1924	886535801	4.24938	0.24333539703344859	43331.299999999996	0.320919175911252	4.628325569527719	nan	nan	nan	salt	0.0	nan	0	0	0	0	477213	674.0419784676799
fish_45	395743	115259	128102	61037	Synodus synodus	0	0	1	nonguarders	open water/substratum egg scatterers	Synodus_synodus	10.49	3.74	1.39	3.15	4.33	27.5	18.77	Diamond_lizardfish	Synodontidae	0.5588705380927012	0.19925412892914227	0.16782099094299413	0.0740543420351625	771263137	769908915	4050	5527	96125	647271	58.35	76.17	46357.6	46439.1	839.5210000000001	1520	34	883	1295	5733240	236428	698068	457119	0	25.2513	131	201	0.0	7.44665	28728	9616.76	564736	49.35	61.17	34918.2	34979.6	732.472	4463.85	0.906689	366	2278	645.842	535.913	431743	62.34	76.8	33320.9	44886.9	559.9780000000001	53369	18.49	7.84	1279.25	1281.5	69.2205	292999	48.67	56.87	18484.0	18516.5	380.025	24134	34.24	40.37	1068.62	1070.5	31.3022	98205	69.45	78.07	8764.04	8779.45	127.374	23338	47.1	59.94	1404.59	1407.06	30.2698	15116	42.99	56.25	835.29	836.76	19.6057	6877	40.28	58.7	357.26	357.89	8.91958	19589	53.51	66.47	1337.61	1339.96	25.4073	6905	51.99	67.62	460.76	461.57	8.9559	24204	63.69	78.18	1946.7	1950.12	31.393	970942756	3.4918199999999997	0.4544238818557243	35938.119999999995	0.6825454545454546	4.543051848143045	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	700141	907.7848614979248
fish_47	180262	314351	155006	111258	Regalecus glesne	0	0	1	nonguarders	open water/substratum egg scatterers	Regalecus_glesne	5.21	12.62	3.33	3.6	2.87	32.82	24.759999999999998	King_of_herring	Regalecidae	0.21042003231017772	0.5096930533117933	0.14539579967689825	0.13449111470113087	656003707	655054759	6781	9773	128795	407748	57.09	92.33	33654.3	33703.0	621.567	2228	70	675	795	3751685	116434	547625	212431	1	36.5779	184	234	30.64	5.72728	26720	5202.02	386770	53.79	86.62	30553.3	30597.5	589.5880000000001	3896.17	0.8359989999999999	416	3041	511.98699999999997	457.42699999999996	292549	58.16	85.23	25014.2	35442.1	445.959	12423	17.5	8.88	331.37	331.85	18.9375	210450	53.88	80.06	17269.2	17294.3	320.808	55372	55.79	112.55	4699.22	4706.02	84.4085	61558	55.36	78.1	5166.25	5173.73	93.8384	12635	38.06	64.6	723.75	724.8	19.2607	6760	46.15	85.82	473.57	474.26	10.3049	3359	45.72	74.02	232.09	232.42	5.120430000000001	8787	77.0	121.85	1022.28	1023.76	13.3948	5762	56.82	89.5	492.22	492.94	8.783539999999999	9664	82.86	122.19	1180.59	1182.3	14.7317	712335569	3.0553299999999997	0.069919336651567	31590.54	0.7544180377818402	4.48505812437859	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	760877	1159.8669213007968
fish_48	387771	257148	40438	195736	Lampris guttatus	0	0	1	nonguarders	open water/substratum egg scatterers	Lampris_guttatus	10.04	12.58	7.44	0.73	2.82	43.08	30.79	Opah	Lampridae	0.32607989607015264	0.40857421240662556	0.023708996427411498	0.24163689509581035	849277706	848151647	4051	5222	58422	675639	42.19	71.06	32182.4	32225.1	795.806	1467	47	953	1278	3815832	163840	439322	331610	1	20.5845	129	201	14.2	4.499	10225	2967.12	623275	36.5	54.68	26083.6	26118.2	734.128	2160.36	0.517976	366	2225	513.2230000000001	482.00199999999995	455976	43.86	64.55	22814.9	37786.1	537.0740000000001	68334	16.72	6.24	1345.28	1347.07	80.4876	306408	38.17	46.57	13754.9	13773.1	360.905	63542	31.8	58.86	2372.68	2375.83	74.8433	87965	42.04	61.47	4317.99	4323.72	103.61	30147	34.2	59.59	1196.36	1197.95	35.5088	18573	36.69	64.28	797.53	798.59	21.8763	8681	34.25	63.52	345.23	345.69	10.225	13908	51.0	94.04	820.07	821.16	16.3816	8560	49.68	94.86	492.24	492.89	10.0824	17157	61.01	101.99	1190.35	1191.93	20.2085	1291490653	2.60836	0.7146798658792731	26632.629999999997	0.7147168059424327	4.4163675315475075	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	881093	1037.4615909204144
fish_50	271090	168936	82176	132980	Guentherus altivela	0	0	1	nan	nan	Guentherus_altivela	12.99	9.39	6.35	2.66	3.0	49.17	31.390000000000004	Jellynose	Ateleopodidae	0.41382605925453964	0.2991398534565148	0.08474036317298501	0.20229372411596047	539598795	539273439	2928	3201	23343	278057	43.57	81.79	21703.8	21716.9	515.876	402	11	809	2487	2849278	162444	189056	310194	1	14.3164	44	119	8.73	5.28355	4235	1702.65	251228	38.4	70.23	17523.5	17534.1	466.1	1118.08	0.350575	218	862	489.934	411.945	0	0.0	0.0	0.0	0.0	0.0	12225	17.47	8.52	395.84	396.08	22.6809	90634	33.89	34.35	5686.64	5690.07	168.15200000000002	45345	35.02	68.76	2932.28	2934.05	84.12799999999999	63635	54.92	111.28	6440.58	6444.47	118.061	7566	27.61	32.9	385.91	386.15	14.0371	13003	24.57	23.02	591.4	591.75	24.1243	3381	30.0	49.56	187.22	187.34	6.27273	6166	42.09	68.31	478.26	478.54	11.4397	3601	40.68	75.96	269.47	269.64	6.68089	5672	42.79	69.3	439.52	439.78	10.5232	1161606626	1.75235	-0.31840652742818726	17807.120000000003	0.6383973967866586	4.243620852909535	nan	nan	nan	salt	0.0	nan	0	0	0	0	655182	1214.202118446169
